Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level,Goals,Headed goals,Tackles,Clearances,Big chances created,Accurate final third passes,Fouls,Successful dribbles %,Total shots,Set piece conversion %,Assists,Was fouled,Big chances missed
Emanuel Gularte,0.94,0.06,0.0,0.29,0.3035,0.7326,0.3876,,,,,1.65,,0.5428999999999999,0.5771000000000001,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.06,0.0,1.65,4.35,0.06,0.0306,1.06,,,,,,
Bryan Colula,0.43,0.0,0.0,0.93,0.3007,0.7743000000000001,0.3125,,,,,0.93,,0.4483,0.5385,14.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.07,0.0,2.29,2.21,0.14,0.0707,0.71,,,,,,
Sergio Barreto,1.69,0.13,0.0,0.5,0.3763,0.7475,0.4234,,,,,1.5,,0.7111,0.6711,16.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.94,5.63,0.0,0.0181,0.94,,,,,,
Alan Mozo,1.0,0.06,0.0,0.82,0.3488,0.7791,0.4598,,,,,1.0,,0.5,0.5742,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,3.71,1.06,0.0,0.0759,1.06,,,,,,
Luis Olivas,1.0,0.0,0.0,0.82,0.4590999999999999,0.8395999999999999,0.5679,,,,,1.27,,0.5714,0.5316,11.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.82,3.27,0.0,0.0555,1.18,,,,,,
José Abella,1.24,0.0,0.0,1.24,0.4129,0.7990999999999999,0.5299,,,,,1.0,,0.3636,0.4811999999999999,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.06,2.12,0.18,0.0871,0.88,,,,,,
Julio César Domínguez,0.55,0.0,0.0,0.25,0.4639999999999999,0.9203,0.5634,,,,,1.25,,0.5417000000000001,0.6092,20.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.1,0.1,0.85,3.2,0.05,0.0204999999999999,0.3,,,,,,
Miguel Rodriguez,1.24,0.0,0.0,0.53,0.3435,0.7003,0.2791,,,,,1.35,,0.5682,0.5323,17.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.24,1.88,0.24,0.06,1.47,,,,,,
Samir Caetano,1.26,0.0,0.0,0.47,0.4305,0.9071,0.4583,,,,,0.58,,0.6034,0.5811,19.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.63,2.05,0.0,0.0220999999999999,1.26,,,,,,
Lisandro Magallán,1.11,0.0,0.0,0.06,0.455,0.7973,0.4362,,,,,0.78,,0.6543000000000001,0.6027,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.72,3.89,0.0,0.0260999999999999,1.61,,,,,,
Sebastian Olmedo,1.69,0.06,0.0,0.88,0.4306,0.8563,0.4432,,,,,1.31,,0.6327,0.5725,16.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.06,0.06,1.75,4.13,0.0,0.0125,1.19,,,,,,
Iván Moreno,0.68,0.0,0.0,1.11,0.3046999999999999,0.8134999999999999,0.4286,,,,,1.05,,0.2667,0.4758,19.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.05,0.05,1.63,0.74,0.21,0.0889,0.16,,,,,,
Carlos Salcedo,0.87,0.0,0.07,0.47,0.522,0.8276,0.4694,,,,,0.87,,0.7288,0.6778,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,0.67,3.2,0.07,0.0366999999999999,0.4,,,,,,
Kevin Balanta,1.67,0.0,0.0,0.47,0.4886999999999999,0.8158,0.4296999999999999,,,,,1.0,,0.4545,0.5614,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.07,3.47,0.0,0.0366999999999999,1.07,,,,,,
Francisco Venegas,0.64,0.0,0.0,0.18,0.2118,0.7768,0.4211,,,,,0.82,,0.6,0.6315999999999999,11.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.18,0.0,1.55,0.55,0.0,0.0364,0.55,,,,,,
Antonio Briseño,1.23,0.08,0.0,0.15,0.3785,0.7846,0.5195000000000001,,,,,1.08,,0.5714,0.5468,13.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.08,0.0,0.46,4.38,0.0,0.0262,1.08,,,,,,
Ismael Govea,0.5,0.0,0.0,0.33,0.2417,0.7276,0.3265,,,,,1.33,,0.6563,0.6374,12.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.92,2.67,0.08,0.0467,0.75,,,,,,
Juan Escobar,1.57,0.07,0.07,0.86,0.4785999999999999,0.8284,0.4654999999999999,,,,,1.21,,0.6724,0.6029,14.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.79,4.07,0.07,0.0286,1.29,,,,,,
Alexis Peña,1.18,0.06,0.0,0.47,0.3488,0.8262999999999999,0.4569,,,,,1.29,,0.5472,0.5253,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.12,0.12,1.0,3.82,0.06,0.0235,0.71,,,,,,
Ramón Juárez,0.91,0.0,0.0,0.27,0.3073,0.8698,0.2105,,,,,0.45,,0.5769,0.5513,11.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.18,3.27,0.0,0.0045,1.0,,,,,,
Jorge Rodríguez,0.83,0.0,0.0,0.83,0.2117,0.685,0.2307999999999999,,,,,0.75,,0.4667,0.5446,12.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.83,1.58,0.0,0.0342,1.08,,,,,,
Luís Rodríguez,1.44,0.06,0.0,1.06,0.4044,0.8037000000000001,0.3804,,,,,1.69,,0.6842,0.5590999999999999,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.81,1.88,0.13,0.0769,1.0,,,,,,
William Tesillo,1.27,0.07,0.0,0.93,0.5713,0.769,0.4222999999999999,,,,,1.8,,0.5079,0.5168,15.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.0,2.33,0.33,0.068,1.07,,,,,,
Jesús Orozco,0.86,0.14,0.0,0.36,0.4185999999999999,0.7986,0.4771,,,,,1.07,,0.6222,0.5714,14.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.5,2.14,0.07,0.0407,1.0,,,,,,
Raúl López,0.4,0.0,0.0,0.6,0.1993,0.8528,0.6786,,,,,1.07,,0.3333,0.5,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.27,1.47,0.13,0.0447,0.27,,,,,,
David Ramírez,0.22,0.06,0.0,0.39,0.2067,0.871,0.5556,,,,,0.39,,0.4667,0.4915,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,0.39,0.5,0.0,0.0506,0.17,,,,,,
Omar Campos,0.95,0.0,0.0,1.42,0.2921,0.7928000000000001,0.5,,,,,1.63,,0.5455,0.5482,19.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.79,1.42,0.16,0.0479,0.74,,,,,,
Jose Garcia,1.27,0.0,0.0,0.4,0.4793,0.8345,0.5035000000000001,,,,,1.4,,0.5303,0.5273,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.07,0.07,1.2,4.47,0.0,0.0347,1.0,,,,,,
Pablo Bennevendo,0.65,0.0,0.0,0.47,0.2294,0.7795000000000001,0.3393,,,,,0.65,,0.3684,0.5149,17.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.76,1.71,0.12,0.0359,0.76,,,,,,
Gustavo Ferrareis,0.88,0.0,0.0,1.06,0.34,0.8062,0.3975999999999999,,,,,1.29,,0.5385,0.4759,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.76,1.88,0.24,0.0576,1.24,,,,,,
Omar Mendoza,1.31,0.08,0.0,1.15,0.2337999999999999,0.6645,0.3038,,,,,1.15,,0.6315999999999999,0.596,13.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.85,1.69,0.15,0.0462,0.92,,,,,,
Moises Mosquera,1.69,0.0,0.08,0.54,0.4822999999999999,0.8581,0.4884,,,,,1.92,,0.5,0.547,13.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.31,4.69,0.0,0.0185,0.92,,,,,,
Salvador Reyes,0.5,0.0,0.0,0.31,0.1925,0.8669,0.3333,,,,,0.31,,0.4443999999999999,0.4928,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.06,0.69,0.06,0.0294,0.5,,,,,,
José Lozano,0.36,0.0,0.0,0.18,0.16,0.7726999999999999,0.4614999999999999,,,,,0.45,,0.4443999999999999,0.4443999999999999,11.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,0.91,0.82,0.09,0.0308999999999999,0.64,,,,,,
José Madueña,0.36,0.0,0.0,0.27,0.1626999999999999,0.8045,0.4,,,,,0.82,,0.3333,0.5472,11.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.09,0.0,0.82,0.82,0.0,0.0173,0.64,,,,,,
Aldo Cruz,0.55,0.0,0.0,0.64,0.2691,0.7162000000000001,0.3111,,,,,1.0,,0.4545,0.56,11.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.36,1.0,0.0,0.0364,0.18,,,,,,
Pablo Monroy,0.55,0.0,0.0,1.18,0.2391,0.7947,0.3235,,,,,0.73,,0.5263,0.4935,11.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.36,0.55,0.0,0.0473,1.0,,,,,,
Jair Cortes,0.79,0.0,0.0,0.93,0.1793,0.6733,0.325,,,,,1.07,,0.5,0.4894,14.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.93,1.79,0.0,0.04,0.93,,,,,,
Jair Díaz,0.62,0.0,0.0,1.15,0.2485,0.7802,0.2703,,,,,0.77,,0.4706,0.5133,13.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.0,1.38,0.0,0.0377,1.69,,,,,,
Raúl Sandoval,0.63,0.0,0.0,0.56,0.1388,0.6577,0.3,,,,,1.25,,0.4,0.3934,16.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.06,0.0,1.0,1.0,0.0,0.0306,0.75,,,,,,
Oscar Manzanares,1.36,0.07,0.0,0.36,0.2029,0.757,0.4085,,,,,1.64,,0.5676,0.5294,14.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.36,2.93,0.07,0.0220999999999999,1.21,,,,,,
Gustav Valsvik,1.97,0.0,0.0,0.47,0.4903,0.7349,0.4118,,,,,0.87,,0.7212999999999999,0.688,30.0,2.0,2.0,Noruega Eliteserien,3.0,0.17,0.1,1.17,8.8,0.2,0.047,0.7,,,,,,
Joachim Soltvedt,0.66,0.0,0.0,0.83,0.5424,0.775,0.4224,,,,,1.17,,0.36,0.5054,29.0,2.0,2.0,Noruega Eliteserien,3.0,0.17,0.0,1.31,1.76,0.31,0.1383,0.83,,,,,,
Jesper Taaje,1.35,0.04,0.04,0.54,0.5735,0.8075,0.5305,,,,,1.58,,0.7068000000000001,0.6979000000000001,26.0,2.0,2.0,Noruega Eliteserien,3.0,0.12,0.08,1.5,6.96,0.04,0.0542,0.65,,,,,,
Espen Ruud,0.92,0.04,0.0,0.54,0.5354,0.8576,0.5122,,,,,1.38,,0.2759,0.4785999999999999,24.0,3.0,2.0,Noruega Eliteserien,3.0,0.13,0.0,1.29,1.75,0.33,0.1363,1.21,,,,,,
Eirik Haugan,2.05,0.0,0.0,0.9,0.6970000000000001,0.901,0.4878,,,,,0.85,,0.5526,0.6175,20.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,2.5,3.6,0.1,0.096,0.75,,,,,,
Jostein Gundersen,1.27,0.0,0.0,0.85,0.5412,0.8371999999999999,0.442,,,,,0.88,,0.6754000000000001,0.6131,26.0,2.0,2.0,Noruega Eliteserien,3.0,0.08,0.08,2.54,4.15,0.04,0.0754,1.12,,,,,,
Bjorn Utvik,1.07,0.07,0.04,0.3,0.6867,0.8447,0.465,,,,,1.37,,0.6211,0.6541,27.0,2.0,2.0,Noruega Eliteserien,3.0,0.15,0.15,1.07,4.59,0.04,0.1322,0.3,,,,,,
Diogo Tomas,0.88,0.04,0.0,0.46,0.5307999999999999,0.8681,0.637,,,,,1.17,,0.6962,0.6667000000000001,24.0,2.0,2.0,Noruega Eliteserien,3.0,0.04,0.04,1.5,4.13,0.08,0.0504,0.67,,,,,,
Nicolai Naess,1.59,0.1,0.03,0.59,0.6234000000000001,0.8114,0.4508,,,,,1.38,,0.5946,0.5957,29.0,2.0,2.0,Noruega Eliteserien,3.0,0.03,0.0,1.28,3.52,0.07,0.0955,0.79,,,,,,
Odin Luras Bjortuft,0.84,0.0,0.04,0.32,0.8736,0.9515,0.75,,,,,0.72,,0.6537999999999999,0.6604000000000001,25.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,0.8,2.6,0.16,0.1868,0.32,,,,,,
Ruben Kristiansen,0.77,0.0,0.0,0.23,0.8592,0.9194,0.5832999999999999,,,,,0.77,,0.4118,0.7105,13.0,3.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.77,1.77,0.0,0.1631,0.31,,,,,,
Espen Bjørnsen Garnås,1.52,0.0,0.0,0.81,0.5322,0.8504,0.5478999999999999,,,,,1.33,,0.687,0.6486,27.0,2.0,2.0,Noruega Eliteserien,3.0,0.11,0.11,1.78,3.7,0.04,0.0907,0.96,,,,,,
Kevin Martin Krygard,1.73,0.04,0.0,1.15,0.45,0.8026000000000001,0.5427000000000001,,,,,1.19,,0.5625,0.5357,26.0,1.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,2.0,2.42,0.19,0.1081,1.08,,,,,,
David Brekalo,1.35,0.04,0.04,0.3,0.6239,0.8808,0.6323,,,,,1.13,,0.5135000000000001,0.6042000000000001,23.0,2.0,2.0,Noruega Eliteserien,3.0,0.13,0.13,1.35,3.48,0.0,0.0778,0.65,,,,,,
Casper Öyvann,1.22,0.09,0.0,0.43,0.6417,0.8862000000000001,0.5705,,,,,1.04,,0.6441,0.6861,23.0,1.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.61,3.22,0.09,0.0587,0.39,,,,,,
Fredrik André Bjørkan,0.96,0.0,0.0,0.64,0.6728000000000001,0.8983,0.5342,,,,,1.04,,0.3529,0.5909,25.0,2.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,1.8,0.92,0.16,0.1876,0.52,,,,,,
Benjamin Hansen,0.5,0.0,0.0,0.43,0.6264,0.8951,0.5437,,,,,0.64,,0.6207,0.6232,14.0,2.0,2.0,Noruega Eliteserien,3.0,0.07,0.07,1.36,2.36,0.07,0.1464,0.64,,,,,,
Sondre Solholm Johansen,1.06,0.0,0.0,0.44,0.4089,0.8057,0.4234,,,,,0.94,,0.7403,0.5906,18.0,2.0,2.0,Noruega Eliteserien,3.0,0.11,0.11,1.22,4.89,0.06,0.0389,1.44,,,,,,
Brede Moe,1.04,0.0,0.0,0.29,0.9171,0.9414,0.6518999999999999,,,,,1.04,,0.5660000000000001,0.6,24.0,3.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,0.71,2.0,0.04,0.1987999999999999,0.38,,,,,,
Japhet Sery Larsen,1.46,0.0,0.04,0.38,0.6546,0.8931,0.5395,,,,,1.13,,0.53,0.5708,24.0,1.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.42,3.75,0.04,0.0754,1.13,,,,,,
Stefan Strandberg,0.96,0.0,0.0,0.4,0.7368000000000001,0.8284,0.5227,,,,,1.12,,0.6231,0.6224000000000001,25.0,3.0,2.0,Noruega Eliteserien,3.0,0.12,0.0,0.88,4.08,0.08,0.1292,0.48,,,,,,
Ruben Gabrielsen,1.19,0.0,0.04,0.31,0.6808,0.8864,0.5714,,,,,1.46,,0.7406999999999999,0.7156999999999999,26.0,3.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,1.04,3.5,0.0,0.0765,0.42,,,,,,
Kent-Are Antonsen,1.0,0.03,0.0,1.28,0.3979,0.8189,0.4286,,,,,1.0,,0.413,0.4185,29.0,2.0,2.0,Noruega Eliteserien,3.0,0.03,0.0,1.62,1.41,0.14,0.1,0.66,,,,,,
Erlend Dahl Reitan,1.35,0.0,0.0,0.35,0.48,0.8188,0.4175,,,,,1.25,,0.3939,0.5917,20.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.55,2.45,0.35,0.0935,0.7,,,,,,
Marius Lode,0.35,0.0,0.0,0.25,0.8454999999999999,0.9503,0.858,,,,,0.8,,0.5484,0.6406000000000001,20.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,0.6,1.4,0.0,0.2185,0.15,,,,,,
Vetle Walle Egeli,1.7,0.07,0.0,1.37,0.4904,0.7636,0.3597999999999999,,,,,1.33,,0.4638,0.5674,27.0,1.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,2.85,3.11,0.26,0.0833,0.67,,,,,,
Fredrik Knudsen,0.59,0.04,0.0,0.52,0.5226,0.8979,0.6126,,,,,0.89,,0.6422,0.6062,27.0,2.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,1.3,4.26,0.0,0.0633,0.78,,,,,,
Andreas Skovgaard,1.24,0.0,0.0,0.29,0.4435,0.7493000000000001,0.4147999999999999,,,,,1.18,,0.6613,0.6953,17.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.94,3.29,0.12,0.0859,0.53,,,,,,
Peter Therkildsen,1.34,0.0,0.0,1.9,0.3989999999999999,0.7623000000000001,0.4286,,,,,1.17,,0.5514,0.4932999999999999,29.0,2.0,2.0,Noruega Eliteserien,3.0,0.1,0.0,2.83,2.83,0.17,0.0838,1.38,,,,,,
Anders Baertelsen,1.41,0.0,0.0,0.45,0.5734,0.8298000000000001,0.4515999999999999,,,,,1.17,,0.5676,0.6098,29.0,1.0,2.0,Noruega Eliteserien,3.0,0.03,0.0,1.59,2.72,0.0,0.0593,0.52,,,,,,
Markus Henriksen,1.69,0.0,0.0,0.54,0.5192,0.8133,0.4918,,,,,1.15,,0.6795,0.6533,13.0,3.0,2.0,Noruega Eliteserien,3.0,0.08,0.0,1.69,3.77,0.08,0.0692,0.77,,,,,,
Solomon Owusu,1.63,0.04,0.0,0.56,0.4122,0.8724,0.6065999999999999,,,,,1.22,,0.4412,0.4964,27.0,2.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,1.3,2.96,0.15,0.0762999999999999,0.67,,,,,,
Fredrik Jensen,1.21,0.04,0.0,0.61,0.555,0.8501000000000001,0.5918,,,,,1.21,,0.58,0.6204,28.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.57,1.54,0.07,0.1171,0.5,,,,,,
Brice Wembangomo,0.45,0.0,0.0,0.32,0.5209,0.9049,0.6812,,,,,0.91,,0.6364,0.6604000000000001,22.0,2.0,2.0,Noruega Eliteserien,3.0,0.05,0.0,1.14,0.77,0.14,0.1232,0.5,,,,,,
Christophe Psyche,1.19,0.08,0.04,0.23,0.5488000000000001,0.8928,0.5294,,,,,0.85,,0.5897,0.5929,26.0,3.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,1.27,3.0,0.0,0.0395999999999999,0.46,,,,,,
Eneo Bitri,1.45,0.09,0.09,0.36,0.36,0.7904000000000001,0.4074,,,,,1.27,,0.7059000000000001,0.6859999999999999,11.0,2.0,2.0,Noruega Eliteserien,3.0,0.09,0.09,1.55,4.45,0.0,0.0209,0.55,,,,,,
Christian Dahle Borchgrevink,0.46,0.0,0.0,0.77,0.2138,0.7986,0.5893,,,,,0.85,,0.4706,0.5247999999999999,13.0,1.0,2.0,Noruega Eliteserien,3.0,0.08,0.0,1.62,1.08,0.23,0.0338,0.62,,,,,,
Eirik Wichne,0.86,0.0,0.0,0.69,0.3007,0.8142,0.5517,,,,,1.14,,0.5682,0.5837,29.0,2.0,2.0,Noruega Eliteserien,3.0,0.07,0.0,2.17,1.45,0.07,0.0941,0.76,,,,,,
Fredrik Kristensen Dahl,1.28,0.03,0.0,0.45,0.5079,0.8364,0.4929,,,,,0.9,,0.5902000000000001,0.6219,29.0,1.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.9,3.03,0.03,0.0579,0.79,,,,,,
Ulrik Jenssen,0.89,0.04,0.0,0.48,0.5781000000000001,0.8539,0.537,,,,,1.59,,0.6207,0.6012,27.0,2.0,2.0,Noruega Eliteserien,3.0,0.07,0.04,1.04,3.59,0.04,0.0793,0.7,,,,,,
Fredrik Sjolstad,0.92,0.04,0.04,0.21,0.3821,0.8419,0.4825,,,,,1.17,,0.56,0.6,24.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,0.88,6.04,0.08,0.0379,0.5,,,,,,
Birk Risa,0.77,0.0,0.0,0.54,0.4985,0.8534,0.5,,,,,0.85,,0.6563,0.642,13.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,2.0,1.92,0.0,0.1162,0.69,,,,,,
Anders Hagelskjær,0.81,0.05,0.05,0.71,0.5514,0.8497,0.4962,,,,,0.9,,0.6812,0.589,21.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.24,2.57,0.1,0.0924,0.67,,,,,,
Shayne Pattynama,1.29,0.0,0.0,0.64,0.5164,0.8873000000000001,0.6121,,,,,1.43,,0.4255,0.4939,28.0,2.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,1.14,1.57,0.25,0.1439,0.57,,,,,,
Samuel Rogers,1.1,0.0,0.0,0.81,0.5252,0.8331999999999999,0.5,,,,,1.1,,0.6727,0.6214,21.0,1.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.67,2.19,0.0,0.0762,0.57,,,,,,
Adam Sørensen,0.33,0.0,0.0,0.38,0.3129,0.8721,0.4118,,,,,0.33,,0.2,0.551,21.0,1.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,0.86,0.38,0.24,0.0814,0.43,,,,,,
Sondre Flem Bjørshol,1.15,0.0,0.0,0.5,0.336,0.75,0.2880999999999999,,,,,0.9,,0.5306000000000001,0.5169,20.0,2.0,2.0,Noruega Eliteserien,3.0,0.2,0.05,1.1,1.8,0.1,0.081,0.75,,,,,,
Brynjar Ingi Bjarnason,1.04,0.04,0.04,0.7,0.2948,0.7493000000000001,0.4614999999999999,,,,,1.3,,0.5333,0.5379999999999999,23.0,1.0,2.0,Noruega Eliteserien,3.0,0.04,0.04,1.7,4.09,0.09,0.0412999999999999,0.78,,,,,,
Claus Niyukuri,1.0,0.0,0.06,0.22,0.3272,0.8404,0.5488000000000001,,,,,0.83,,0.6818000000000001,0.6325,18.0,1.0,2.0,Noruega Eliteserien,3.0,0.11,0.11,1.17,2.11,0.0,0.0356,0.78,,,,,,
John Olav Norheim,1.17,0.0,0.0,0.45,0.3203,0.7589,0.3642,,,,,1.62,,0.4833,0.5238,29.0,2.0,2.0,Noruega Eliteserien,3.0,0.1,0.03,1.41,4.86,0.03,0.0379,0.69,,,,,,
Ulrik Tillung Fredriksen,1.1,0.05,0.0,0.6,0.5085000000000001,0.8761,0.4341,,,,,0.75,,0.6,0.5398,20.0,1.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.2,4.1,0.05,0.0279999999999999,0.8,,,,,,
Adrian Nilsen Pereira,0.77,0.0,0.0,0.54,0.2638,0.7624,0.5243,,,,,1.12,,0.28,0.439,26.0,1.0,2.0,Noruega Eliteserien,3.0,0.08,0.0,1.5,1.35,0.27,0.0558,1.15,,,,,,
Aaron Kiil Olsen,0.75,0.0,0.0,0.33,0.2883,0.8902,0.5588000000000001,,,,,0.75,,0.3846,0.5476,12.0,1.0,2.0,Noruega Eliteserien,3.0,0.08,0.08,1.0,2.25,0.0,0.02,0.42,,,,,,
Ari Leifsson,1.0,0.0,0.0,0.5,0.3329999999999999,0.8018000000000001,0.3146,,,,,0.75,,0.75,0.6299,20.0,2.0,2.0,Noruega Eliteserien,3.0,0.05,0.0,1.65,3.5,0.0,0.0345,0.95,,,,,,
Kristoffer Tønnessen,0.65,0.0,0.0,0.65,0.395,0.8215,0.5268,,,,,1.2,,0.449,0.5704,20.0,2.0,2.0,Noruega Eliteserien,3.0,0.15,0.05,1.5,1.0,0.05,0.088,0.7,,,,,,
Thore Baardsen Pedersen,1.17,0.0,0.0,0.94,0.5467,0.9035,0.629,,,,,1.0,,0.6774,0.6,18.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.44,1.56,0.0,0.1372,1.0,,,,,,
Kasper Pedersen,1.04,0.0,0.04,0.42,0.4185,0.83,0.3626,,,,,1.19,,0.5941,0.5986,26.0,2.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,0.77,4.23,0.04,0.0576999999999999,0.23,,,,,,
Vetle Skjaervik,0.75,0.05,0.1,0.4,0.4429999999999999,0.8567,0.531,,,,,0.75,,0.5,0.5645,20.0,1.0,2.0,Noruega Eliteserien,3.0,0.05,0.05,0.75,1.75,0.05,0.071,0.25,,,,,,
Steffen Hagen,0.93,0.03,0.0,0.43,0.5236999999999999,0.8740000000000001,0.4971,,,,,1.37,,0.5513,0.5775,30.0,3.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,0.97,3.53,0.0,0.04,0.33,,,,,,
Svenn Crone,1.3,0.04,0.0,0.67,0.4659,0.8378,0.5488000000000001,,,,,0.89,,0.3137,0.3829,27.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,0.85,1.56,0.04,0.147,1.15,,,,,,
Anton Skipper,0.95,0.1,0.0,0.15,0.5225,0.8870999999999999,0.3846,,,,,1.2,,0.6981,0.6522,20.0,1.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,0.85,2.95,0.05,0.072,0.7,,,,,,
Josef Baccay,1.14,0.0,0.0,0.76,0.38,0.8240000000000001,0.4946,,,,,1.34,,0.3514,0.4563,29.0,1.0,2.0,Noruega Eliteserien,3.0,0.03,0.0,1.52,2.31,0.21,0.0783,0.66,,,,,,
Halvor Rodolen Opsahl,1.59,0.12,0.0,0.59,0.3793999999999999,0.8589,0.5,,,,,1.24,,0.5,0.4882,17.0,1.0,2.0,Noruega Eliteserien,3.0,0.06,0.0,1.24,4.18,0.0,0.0512,1.12,,,,,,
Fredrik Tobias Berglie,1.0,0.07,0.0,0.57,0.4171,0.8801000000000001,0.5571,,,,,1.64,,0.5882000000000001,0.6121,14.0,2.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.29,4.29,0.07,0.03,0.64,,,,,,
Simen Wangberg,0.92,0.08,0.0,0.15,0.2592,0.8754000000000001,0.3571,,,,,0.92,,0.4902,0.5309,13.0,3.0,2.0,Noruega Eliteserien,3.0,0.15,0.15,0.92,2.31,0.0,0.0123,0.69,,,,,,
Sander Moen Foss,0.76,0.03,0.03,0.76,0.5176,0.8521,0.5047,,,,,1.38,,0.5783,0.5824,29.0,1.0,2.0,Noruega Eliteserien,3.0,0.0,0.0,1.1,4.76,0.0,0.031,0.38,,,,,,
Djibril Diop,0.71,0.04,0.0,0.13,0.4888,0.8679000000000001,0.3942,,,,,1.29,,0.5714,0.5241,24.0,1.0,2.0,Noruega Eliteserien,3.0,0.04,0.0,0.75,3.21,0.0,0.0604,1.17,,,,,,
